alist-encrypt  | 2026-06-04T20:48:12 [req-1d876f] [/] [request] GET / status=200 bytes=1425 duration=7.631096ms
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=221 zeros=2
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=2
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=221 zeros=2
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4"
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4 status=502 bytes=44 duration=678.312909ms
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 status=502 bytes=44 duration=703.91244ms
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=2
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin"
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=596.627317ms
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/4k2.me@start-521ch.mp4"
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/4k2.me@start-521ch.mp4 status=502 bytes=44 duration=725.640024ms
alist-encrypt  | 2026-06-04T20:49:07 [req-1781c9] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:07 [req-1781c9] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:07 [req-1781c9] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:07 [req-1781c9] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:07 [req-1781c9] [移动云盘156:/encrypt] [propfind] Timings upstream=2.305316ms parse=1.692264ms decrypt=41.077µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:07 [req-1781c9] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=4.127248ms
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=10)
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:07+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:07+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:07+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:07+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:07+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:07+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:49:07 [req-23472b] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=706.692874ms
alist-encrypt  | 2026-06-04T20:49:07 [req-95fd0a] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:07 [req-95fd0a] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:07 [req-95fd0a] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:07 [req-95fd0a] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:07 [req-95fd0a] [移动云盘156:/encrypt] [propfind] Timings upstream=3.325191ms parse=1.606628ms decrypt=39.748µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:07 [req-95fd0a] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=5.075819ms
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=11)
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:07 [req-117bab] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:08+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:08+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:08+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:08+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:08+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:08 [req-117bab] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=699.207392ms
alist-encrypt  | 2026-06-04T20:49:08+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:49:08 [req-54c393] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:08 [req-54c393] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:08 [req-54c393] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:08 [req-54c393] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:08 [req-54c393] [移动云盘156:/encrypt] [propfind] Timings upstream=2.329333ms parse=1.127221ms decrypt=46.565µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:08 [req-54c393] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=3.584825ms
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=12)
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:08 [req-83c427] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:09+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:09+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:09+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:09+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:09+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:09+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:49:09 [req-83c427] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=723.885967ms
alist-encrypt  | 2026-06-04T20:49:09 [req-be3b0d] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:09 [req-be3b0d] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:09 [req-be3b0d] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:09 [req-be3b0d] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:09 [req-be3b0d] [移动云盘156:/encrypt] [propfind] Timings upstream=2.75295ms parse=2.782062ms decrypt=48.539µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:09 [req-be3b0d] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=5.69598ms
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=13)
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:09 [req-5d0740] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:09+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:09+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:09+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:10+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
