alist-encrypt  | 2026-06-05T07:13:52 [req-c12d4e] [api:/auth] [request] POST /api/auth/login status=200 bytes=238 duration=2.617514ms
alist-encrypt  | 2026-06-05T07:14:02 [req-ab08b7] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:14:02 [req-ab08b7] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=24)
alist-encrypt  | 2026-06-05T07:14:02 [req-ab08b7] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:14:02+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4"
alist-encrypt  | 2026-06-05T07:14:02 [req-ab08b7] [移动云盘156:/encrypt] [size-resolver] Resolved size=2085670464 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:14:02 [req-ab08b7] [移动云盘156:/encrypt] [webdav-get] File size: 2085670464, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:02 [req-ab08b7] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:14:02 [req-f52955] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=200 bytes=11837440 duration=1.813797156s
alist-encrypt  | 2026-06-05T07:14:02+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:14:02+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-05T07:14:02+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4"
alist-encrypt  | 2026-06-05T07:14:02 [req-1c6f4b] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=200 bytes=2207744 duration=1.836448026s
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=25)
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [size-resolver] Resolved size=1136828276 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [webdav-get] File size: 1136828276, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:02 [req-34b3e9] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:14:02+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:14:02+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:14:02+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4"
alist-encrypt  | 2026-06-05T07:14:02 [req-ecc430] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=200 bytes=1789952 duration=1.991939239s
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=26)
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [size-resolver] Resolved size=2168243790 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [webdav-get] File size: 2168243790, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:02 [req-467da5] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:14:02+08:00 INF Normalized V2 playback sizes ciphertext_size=1136828276 client_range=bytes=2048- file_size_after=1136828244 file_size_before=1136828276 header_len=32 plaintext_size=1136828244 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/5f68a7bd490741119f14ed52d9e32f8e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0%2B5V%2BYO0--1.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231402Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FttbFm-KrF2f7WHKwHZBJO6BVzgWwqwFn&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=26567478da63a501cdf92b52fd8c7766f898d3627eb04b4a8aa998da183fa2fc upstream_content_range="bytes 2080-1136828275/1136828276"
alist-encrypt  | 2026-06-05T07:14:02+08:00 INF Normalized V2 playback sizes ciphertext_size=2085670464 client_range=bytes=2624- file_size_after=2085670432 file_size_before=2085670464 header_len=32 plaintext_size=2085670432 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/a8b547bf029f4718bc2e829ac5372858086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg035V%2BYO0--6.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231402Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FjYQIyiNJFyXILcW9a9dIYZsHA1RxSQEl&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=4e220ac0150f6d446383f9e9b09cc12ed9eb51b8c82266351c45d717a29b6aed upstream_content_range="bytes 2656-2085670463/2085670464"
alist-encrypt  | 2026-06-05T07:14:02+08:00 INF Normalized V2 playback sizes ciphertext_size=2168243790 client_range=bytes=2048- file_size_after=2168243758 file_size_before=2168243790 header_len=32 plaintext_size=2168243758 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/18b691d8280347da802530a78fbd8bf9086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0p5V%2BYO0--3.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231402Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FojDWJGOCQu69QjSOKm5H-bSz3boxglTu&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=0f34293dce46e113a779ba3c17c26c9aeff9d196d6598649ff1d3e523bb60ce5 upstream_content_range="bytes 2080-2168243789/2168243790"
alist-encrypt  | 2026-06-05T07:14:03 [req-684944] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-684944] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:03 [req-684944] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:03 [req-684944] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:14:03 [req-684944] [移动云盘156:/encrypt] [propfind] Timings upstream=2.691876ms parse=1.606424ms decrypt=44.743µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:14:03 [req-684944] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=4.592201ms
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=27)
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:03 [req-3861c3] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:14:03+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:14:03+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range= file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231403Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=0aef2df621181a3fa3613c9c604894e43e1a430acccaf926f12e886d2cb6d3c4 upstream_content_range="bytes 0-1990866733/1990866734"
alist-encrypt  | 2026-06-05T07:14:03+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:14:03+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" range=bytes=2624- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-05T07:14:03+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4"
alist-encrypt  | 2026-06-05T07:14:03 [req-ab08b7] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=206 bytes=172064 duration=1.380270532s
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=28)
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [size-resolver] Resolved size=2085670464 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [webdav-get] File size: 2085670464, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:03 [req-fabbd0] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:14:03+08:00 ERR Error streaming decrypted content error="write tcp 172.18.0.10:5344->192.168.1.7:40458: write: broken pipe"
alist-encrypt  | 2026-06-05T07:14:03+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range=bytes=2048- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-05T07:14:03+08:00 ERR WebDAV GET decryption failed error="write tcp 172.18.0.10:5344->192.168.1.7:40458: write: broken pipe" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4"
alist-encrypt  | 2026-06-05T07:14:03 [req-34b3e9] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=206 bytes=375471 duration=1.359362202s
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=29)
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [strategy] Learned strategy file_info_cache failed for path /移动云盘156/encrypt, using multi-source resolver
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [size-resolver] Resolved size=1136828276 from cache (confidence=70)
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [webdav-get] File size: 1136828276, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:03 [req-f5d167] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:14:03+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:14:03+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range=bytes=2048- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:14:03+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4"
alist-encrypt  | 2026-06-05T07:14:03 [req-467da5] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=206 bytes=643104 duration=1.256091374s
alist-encrypt  | 2026-06-05T07:14:03 [req-0be7fa] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:14:03 [req-0be7fa] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:14:03 [req-0be7fa] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
