alist-encrypt  | 2026-06-04T20:17:32 [req-41c69d] [/] [propfind] Listing: /
alist-encrypt  | 2026-06-04T20:18:03+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:18:03 [req-bab8a7] [get:/] [get] Processing /api/fs/get path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:18:03 [req-bab8a7] [get:/] [get] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:18:03 [req-bab8a7] [get:/] [get] Alist URL: http://openalist:5244
alist-encrypt  | 2026-06-04T20:18:03 [req-bab8a7] [get:/] [get] Target for /api/fs/get: http://openalist:5244/api/fs/get
alist-encrypt  | 2026-06-04T20:18:03 [req-bab8a7] [get:/] [get] Alist response status=200 body={"code":200,"message":"success","data":{"name":"i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin","size":1833849240,"is_dir":false,"modified":"2026-06-04T16:21:41.691+08:00","created":"2026-06-04T16:17:27.693+08:00","sign":"YJl_1pCnJNuhbgD0HM09ySaLJbcitK0Mf2rpJLeTotw=:0","thumb":"","type":0,"hashinfo":"null","hash_info":null,"raw_url":"https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2
alist-encrypt  | 2026-06-04T20:18:03 [req-bab8a7] [get:/] [request] POST /api/fs/get status=200 bytes=415 duration=181.585839ms
alist-encrypt  | 2026-06-04T20:18:03+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:03+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:18:03 [req-bd4142] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=689.420479ms
alist-encrypt  | 2026-06-04T20:18:03+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:18:03 [req-ded6df] [redirect:/667a42c609594a1812dbb5a2c0788223] [redirect] Decrypt request key=667a42c609594a1812dbb5a2c0788223 display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:18:04+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:04+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:04+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:04+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:04+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:04+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:18:04 [req-ded6df] [redirect:/667a42c609594a1812dbb5a2c0788223] [request] GET /redirect/667a42c609594a1812dbb5a2c0788223 status=502 bytes=44 duration=301.834498ms
alist-encrypt  | 2026-06-04T20:18:05 [req-c1b522] [redirect:/667a42c609594a1812dbb5a2c0788223] [redirect] Decrypt request key=667a42c609594a1812dbb5a2c0788223 display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:18:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:05+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:05+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:05+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:05 [req-c1b522] [redirect:/667a42c609594a1812dbb5a2c0788223] [request] GET /redirect/667a42c609594a1812dbb5a2c0788223 status=502 bytes=44 duration=275.984029ms
alist-encrypt  | 2026-06-04T20:18:05+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:18:06 [req-9d5c4e] [redirect:/667a42c609594a1812dbb5a2c0788223] [redirect] Decrypt request key=667a42c609594a1812dbb5a2c0788223 display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:18:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:06+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:06+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:06+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:06 [req-9d5c4e] [redirect:/667a42c609594a1812dbb5a2c0788223] [request] GET /redirect/667a42c609594a1812dbb5a2c0788223 status=502 bytes=44 duration=288.258323ms
alist-encrypt  | 2026-06-04T20:18:06+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:18:06 [req-af1e20] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:18:06 [req-af1e20] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:18:06 [req-af1e20] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:18:06 [req-af1e20] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:18:06 [req-af1e20] [移动云盘156:/encrypt] [propfind] Timings upstream=4.248161ms parse=2.926785ms decrypt=88.407µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:18:06 [req-af1e20] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=7.417163ms
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=50)
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:18:06 [req-e27697] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:18:07+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:07+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:18:07+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:18:07+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:07+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:18:07+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:18:07 [req-e27697] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=614.314082ms
alist-encrypt  | 2026-06-04T20:18:07 [req-42cffd] [redirect:/667a42c609594a1812dbb5a2c0788223] [redirect] Decrypt request key=667a42c609594a1812dbb5a2c0788223 display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:18:07+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:07+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:07+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:08+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:18:08+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T121803Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=ba6e692dae39a05ec1a7f19cb4cfc531fa6bd2edf283ee4614523c9b5b84a079
alist-encrypt  | 2026-06-04T20:18:08+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:18:08 [req-42cffd] [redirect:/667a42c609594a1812dbb5a2c0788223] [request] GET /redirect/667a42c609594a1812dbb5a2c0788223 status=502 bytes=44 duration=249.522545ms
alist-encrypt  | 2026-06-04T20:18:09 [req-33084f] [redirect:/667a42c609594a1812dbb5a2c0788223] [redirect] Decrypt request key=667a42c609594a1812dbb5a2c0788223 display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:18:09+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
